"state_postal_abbr","data_year","officer_count","officer_rate_per_1000","civilian_count","civilian_rate_per_1000","population"
"OT",2011,,,,,0
"OT",2012,,,,,0
"OT",2013,,,,,0
"OT",2014,,,,,0
"OT",2015,,,,,0
"OT",2016,,,,,0
"OT",2017,,,,,0
"OT",2018,,,,,0
"OT",2019,,,,,0
"PA",1960,,,,,11522390
"PA",1961,,,,,11522870
"PA",1962,,,,,11529010
"PA",1963,,,,,11564752
"PA",1964,,,,,11612544
"PA",1965,,,,,11592183
"PA",1966,,,,,11678404
"PA",1967,,,,,11786016
"PA",1968,,,,,11887025
"PA",1969,,,,,11976964
"PA",1970,,,,,11961980
"PA",1971,15377,1.28,1728,0.14,12046710
"PA",1972,21017,1.74,2594,0.21,12095390
"PA",1973,18163,1.50,2061,0.17,12125225
"PA",1974,18645,1.56,2136,0.18,11929144
"PA",1975,19590,1.65,2339,0.20,11883765
"PA",1976,19664,1.64,2351,0.20,11967286
"PA",1977,20039,1.67,2723,0.23,11964148
"PA",1978,20196,1.70,2798,0.23,11910710
"PA",1979,20116,1.69,2608,0.22,11899574
"PA",1980,19686,1.63,2757,0.23,12040750
"PA",1981,19529,1.62,2742,0.23,12075312
"PA",1982,19319,1.60,2804,0.23,12090006
"PA",1983,22912,1.89,3675,0.30,12106312
"PA",1984,22814,1.88,3701,0.30,12157173
"PA",1985,22728,1.88,3611,0.30,12101429
"PA",1986,22545,1.85,3582,0.29,12211542
"PA",1987,22421,1.82,3887,0.32,12287271
"PA",1988,21958,1.77,3887,0.31,12399175
"PA",1989,22317,1.79,4015,0.32,12452069
"PA",1990,23029,1.88,4059,0.33,12268767
"PA",1991,23085,1.87,4522,0.37,12344828
"PA",1992,23245,1.87,4031,0.32,12407623
"PA",1993,23336,1.88,3804,0.31,12440110
"PA",1994,23824,1.91,4026,0.32,12456515
"PA",1995,24160,1.94,4189,0.34,12478797
"PA",1996,24388,1.96,4236,0.34,12454953
"PA",1997,24677,1.99,4279,0.34,12417352
"PA",1998,25134,2.02,4323,0.35,12432055
"PA",1999,25860,2.08,4542,0.37,12422113
"PA",2000,25861,2.02,4653,0.36,12822219
"PA",2001,25974,2.03,4735,0.37,12815044
"PA",2002,26481,2.06,4932,0.38,12859638
"PA",2003,26449,2.05,4870,0.38,12888020
"PA",2004,26373,2.04,4875,0.38,12949082
"PA",2005,26465,2.04,4985,0.38,12970259
"PA",2006,26838,2.06,4985,0.38,13007252
"PA",2007,27387,2.11,5060,0.39,12977687
"PA",2008,27136,2.09,5079,0.39,12990337
"PA",2009,27296,2.07,4988,0.38,13188116
"PA",2010,27335,2.06,4742,0.36,13292628
"PA",2011,27525,2.06,5773,0.43,13336187
"PA",2012,26738,1.98,5058,0.37,13498837
"PA",2013,26549,1.95,5054,0.37,13593562
"PA",2014,26926,1.99,5192,0.38,13538815
"PA",2015,26916,1.98,5333,0.39,13575133
"PA",2016,26630,1.96,5974,0.44,13585439
"PA",2017,25844,1.90,4918,0.36,13602067
"PA",2018,25505,1.88,3701,0.27,13602353
"PA",2019,25721,1.89,4887,0.36,13640398
"PR",1960,,,,,0
"PR",1961,,,,,2353297
"PR",1962,,,,,0
"PR",1963,,,,,2529000
"PR",1964,,,,,2577000
"PR",1965,,,,,2631489
"PR",1966,,,,,2657000
"PR",1967,,,,,2697000
"PR",1968,,,,,2697000
"PR",1969,,,,,2712000
"PR",1970,,,,,2689932
"PR",1971,,,,,2689932
"PR",1972,,,,,2689932
"PR",1973,,,,,2689932
"PR",1974,,,,,2689932
"PR",1975,,,,,3045000
"PR",1976,,,,,3045000
"PR",1977,,,,,3045000
"PR",1978,,,,,3045000
"PR",1979,,,,,3045000
"PR",1980,,,,,3045000
"PR",1981,,,,,3045000
"PR",1982,,,,,3045000
"PR",1983,,,,,0
"PR",1984,,,,,0
"PR",1985,,,,,0
"PR",1986,,,,,0
"PR",1987,,,,,0
"PR",1988,,,,,0
"PR",1989,,,,,0
"PR",1990,,,,,0
"PR",1991,,,,,0
"PR",1992,,,,,0
"PR",1993,,,,,0
"PR",1994,,,,,0
"PR",1995,,,,,0
"PR",1996,,,,,0
"PR",1997,,,,,0
"PR",1998,,,,,0
"PR",1999,,,,,0
"PR",2000,,,,,0
"PR",2001,,,,,0
"PR",2002,,,,,0
"PR",2003,,,,,0
"PR",2004,,,,,0
"PR",2005,,,,,0
"PR",2006,,,,,0
"PR",2007,,,,,0
"PR",2008,,,,,0
"PR",2009,16445,,1502,,0
"PR",2010,,,,,0
"PR",2011,17284,,991,,0
"PR",2012,16456,,872,,0
"PR",2013,14629,,705,,0
"PR",2014,14533,,771,,0
"PR",2015,14228,,769,,0
"PR",2016,14533,,771,,0
"PR",2017,,,,,3337177
"PR",2018,12568,3.93,724,0.23,3195153
"PR",2019,12052,3.77,714,0.22,3193694
"RI",1960,,,,,926143
"RI",1961,,,,,859488
"RI",1962,,,,,864998
"RI",1963,,,,,902100
"RI",1964,,,,,933089
"RI",1965,,,,,938976
"RI",1966,,,,,917286
"RI",1967,,,,,922614
"RI",1968,,,,,935799
"RI",1969,,,,,934026
"RI",1970,,,,,952968
"RI",1971,1675,1.74,157,0.16,960000
"RI",1972,1924,1.99,188,0.19,968000
"RI",1973,1697,1.74,193,0.20,973000
"RI",1974,1753,1.87,201,0.21,937000
"RI",1975,1863,2.00,298,0.32,932931
"RI",1976,1827,1.95,335,0.36,939208
"RI",1977,1875,1.99,365,0.39,941567
"RI",1978,1912,2.04,350,0.37,938700
"RI",1979,1909,2.05,354,0.38,933358
"RI",1980,1922,2.02,356,0.37,950345
"RI",1981,1893,1.98,347,0.36,956539
"RI",1982,1914,1.99,366,0.38,962568
"RI",1983,2082,2.17,408,0.43,959553
"RI",1984,2095,2.17,420,0.43,966452
"RI",1985,2102,2.16,429,0.44,972526
"RI",1986,2107,2.15,432,0.44,979561
"RI",1987,2179,2.20,457,0.46,990693
"RI",1988,2208,2.21,470,0.47,999739
"RI",1989,2241,2.23,478,0.48,1002916
"RI",1990,2276,2.26,532,0.53,1008925
"RI",1991,2269,2.25,522,0.52,1009463
"RI",1992,2249,2.23,491,0.49,1010468
"RI",1993,2274,2.26,518,0.52,1005587
"RI",1994,2351,2.34,542,0.54,1002570
"RI",1995,2342,2.35,552,0.55,995440
"RI",1996,2345,2.36,536,0.54,995440
"RI",1997,2386,2.40,531,0.54,992423
"RI",1998,2400,2.41,606,0.61,994135
"RI",1999,2400,2.41,648,0.65,997138
"RI",2000,2459,2.33,669,0.63,1054364
"RI",2001,2448,2.30,635,0.60,1065026
"RI",2002,2494,2.32,641,0.60,1075893
"RI",2003,2515,2.32,638,0.59,1082476
"RI",2004,3699,2.14,957,0.55,1730885
"RI",2005,2566,2.37,659,0.61,1082452
"RI",2006,2570,2.39,666,0.62,1073858
"RI",2007,2600,2.43,671,0.63,1071645
"RI",2008,2592,2.45,661,0.63,1056952
"RI",2009,2563,2.42,641,0.61,1059442
"RI",2010,2547,2.41,630,0.59,1058992
"RI",2011,2499,2.36,605,0.57,1057719
"RI",2012,2477,2.33,596,0.56,1062797
"RI",2013,2443,2.31,626,0.59,1058087
"RI",2014,2506,2.36,633,0.60,1061770
"RI",2015,2450,2.30,628,0.59,1062954
"RI",2016,2478,2.33,633,0.60,1063042
"RI",2017,2511,2.36,646,0.61,1066209
"RI",2018,2494,2.34,619,0.58,1063854
"RI",2019,2540,2.38,610,0.57,1065937
"SC",1960,,,,,2419593
"SC",1961,,,,,2419593
"SC",1962,,,,,2475911
"SC",1963,,,,,2539527
"SC",1964,,,,,2612428
"SC",1965,,,,,2601467
"SC",1966,,,,,2597342
"SC",1967,,,,,2654493
"SC",1968,,,,,2750825
"SC",1969,,,,,2751758
"SC",1970,,,,,2643750
"SC",1971,1932,0.72,230,0.09,2683742
"SC",1972,3037,1.13,455,0.17,2692286
"SC",1973,3247,1.18,437,0.16,2754060
"SC",1974,3488,1.24,550,0.20,2805518
"SC",1975,3956,1.39,731,0.26,2846250
"SC",1976,4080,1.42,735,0.26,2873871
"SC",1977,4209,1.44,863,0.29,2930342
"SC",1978,4257,1.43,947,0.32,2969059
"SC",1979,4268,1.43,1066,0.36,2981730
"SC",1980,4300,1.38,1146,0.37,3122787
"SC",1981,4375,1.36,1091,0.34,3225026
"SC",1982,4344,1.33,1189,0.36,3260946
"SC",1983,5287,1.59,1328,0.40,3318478
"SC",1984,5468,1.63,1356,0.40,3361430
"SC",1985,5702,1.67,1451,0.43,3411276
"SC",1986,5996,1.74,1527,0.44,3443321
"SC",1987,6145,1.76,1764,0.51,3492186
"SC",1988,6349,1.78,1786,0.50,3561276
"SC",1989,6615,1.85,1902,0.53,3580250
"SC",1990,6923,1.95,2095,0.59,3555097
"SC",1991,7856,2.14,2109,0.58,3666282
"SC",1992,7782,2.11,2396,0.65,3685979
"SC",1993,7957,2.13,2433,0.65,3729907
"SC",1994,8161,2.18,2543,0.68,3749855
"SC",1995,9766,2.36,3023,0.73,4131534
"SC",1996,8654,2.29,2823,0.75,3780429
"SC",1997,9129,2.38,2743,0.71,3843288
"SC",1998,9710,2.48,3045,0.78,3913371
"SC",1999,9963,2.52,3956,1.00,3946364
"SC",2000,11277,2.77,3337,0.82,4075438
"SC",2001,11473,2.73,3617,0.86,4201688
"SC",2002,11235,2.71,4045,0.97,4153020
"SC",2003,11130,2.67,3983,0.96,4168818
"SC",2004,11833,2.80,4377,1.04,4218953
"SC",2005,12082,2.82,4373,1.02,4283275
"SC",2006,12146,2.78,4119,0.94,4365166
"SC",2007,12282,2.77,4309,0.97,4432638
"SC",2008,12656,2.81,4320,0.96,4511886
"SC",2009,12257,2.66,4219,0.92,4605766
"SC",2010,12429,2.67,4279,0.92,4656886
"SC",2011,13224,2.81,4508,0.96,4712996
"SC",2012,12605,2.65,5151,1.08,4764331
"SC",2013,13753,2.84,4162,0.86,4841102
"SC",2014,12436,2.51,4002,0.81,4953448
"SC",2015,13288,2.66,4973,1.00,4996301
"SC",2016,13213,2.64,5147,1.03,4995641
"SC",2017,9139,1.80,3579,0.71,5067266
"SC",2018,12684,2.48,4157,0.81,5108109
"SC",2019,12277,2.33,4819,0.92,5262912
"SD",1960,,,,,680514
"SD",1961,,,,,680514
"SD",1962,,,,,721010
"SD",1963,,,,,737033
"SD",1964,,,,,715008
"SD",1965,,,,,710935
"SD",1966,,,,,716601
"SD",1967,,,,,680336
"SD",1968,,,,,663122
"SD",1969,,,,,669190
"SD",1970,,,,,674646
"SD",1971,485,0.71,49,0.07,680820
"SD",1972,728,1.06,142,0.21,689693
"SD",1973,618,0.89,92,0.13,695748
"SD",1974,676,0.98,138,0.20,692712
"SD",1975,704,1.02,179,0.26,693537
"SD",1976,744,1.07,193,0.28,693672
"SD",1977,780,1.12,217,0.31,696672
"SD",1978,776,1.11,209,0.30,698461
"SD",1979,785,1.13,246,0.35,697666
"SD",1980,774,1.11,245,0.35,697288
"SD",1981,766,1.10,239,0.34,694028
"SD",1982,771,1.10,238,0.34,703588
"SD",1983,927,1.30,305,0.43,712748
"SD",1984,915,1.27,271,0.38,718380
"SD",1985,944,1.31,327,0.45,720413
"SD",1986,961,1.33,332,0.46,720397
"SD",1987,933,1.29,382,0.53,723988
"SD",1988,929,1.27,397,0.54,730011
"SD",1989,948,1.30,350,0.48,729630
"SD",1990,991,1.41,436,0.62,704888
"SD",1991,1040,1.46,417,0.59,711971
"SD",1992,1087,1.46,399,0.54,745533
"SD",1993,1070,1.48,422,0.58,723969
"SD",1994,1076,1.47,549,0.75,730043
"SD",1995,1124,1.52,564,0.76,740602
"SD",1996,1145,1.54,603,0.81,743647
"SD",1997,1152,1.54,614,0.82,748154
"SD",1998,1178,1.57,605,0.81,751070
"SD",1999,1216,1.64,617,0.83,743276
"SD",2000,1396,1.56,680,0.76,892293
"SD",2001,1408,1.60,790,0.90,879622
"SD",2002,1390,1.61,810,0.94,864773
"SD",2003,1328,1.68,750,0.95,790996
"SD",2004,1728,1.67,964,0.93,1031859
"SD",2005,1682,1.72,1031,1.06,975882
"SD",2006,1537,1.69,992,1.09,907416
"SD",2007,1526,1.74,840,0.96,879248
"SD",2008,1496,1.72,849,0.98,870399
"SD",2009,1514,1.78,862,1.01,851167
"SD",2010,1558,1.79,912,1.05,869545
"SD",2011,1569,1.83,1291,1.50,859047
"SD",2012,1625,1.87,1190,1.37,868319
"SD",2013,1566,1.76,1126,1.27,889111
"SD",2014,1695,1.90,1245,1.40,890914
"SD",2015,1751,1.94,1246,1.38,904563
"SD",2016,1753,1.92,1315,1.44,915036
"SD",2017,1790,1.95,1201,1.31,919143
"SD",2018,1780,1.92,1248,1.35,926895
"SD",2019,1844,1.93,1355,1.42,957275
"TN",1960,,,,,3474686
"TN",1961,,,,,3438446
"TN",1962,,,,,3509372
"TN",1963,,,,,3742236
"TN",1964,,,,,3847483
"TN",1965,,,,,3895315
"TN",1966,,,,,3931929
"TN",1967,,,,,3938713
"TN",1968,,,,,4022984
"TN",1969,,,,,4011724
"TN",1970,,,,,3963116
"TN",1971,3680,0.91,624,0.15,4029618
"TN",1972,5500,1.35,1046,0.26,4071106
"TN",1973,5287,1.27,960,0.23,4166544
"TN",1974,5689,1.36,1119,0.27,4169520
"TN",1975,6017,1.43,1206,0.29,4216269
"TN",1976,6214,1.47,1242,0.29,4226212
"TN",1977,6304,1.46,1321,0.31,4310985
"TN",1978,6909,1.58,1801,0.41,4370721
"TN",1979,6934,1.58,1891,0.43,4391871
"TN",1980,7342,1.61,1893,0.42,4557215
"TN",1981,7314,1.58,1952,0.42,4624368
"TN",1982,7399,1.59,1988,0.43,4662895
"TN",1983,8234,1.75,2498,0.53,4698522
"TN",1984,8143,1.72,3114,0.66,4730831
"TN",1985,8326,1.74,3194,0.67,4775964
"TN",1986,8461,1.76,3386,0.70,4819521
"TN",1987,8794,1.81,3675,0.75,4871746
"TN",1988,9152,1.85,3814,0.77,4935903
"TN",1989,9721,1.96,3824,0.77,4956954
"TN",1990,9819,2.01,4400,0.90,4892545
"TN",1991,9747,1.96,4720,0.95,4968596
"TN",1992,9902,1.96,4908,0.97,5039817
"TN",1993,10249,2.00,4886,0.96,5114594
"TN",1994,10695,2.00,5427,1.02,5341876
"TN",1995,10786,2.01,5677,1.06,5379528
"TN",1996,11660,2.11,5976,1.08,5515924
"TN",1997,15213,2.28,6893,1.03,6680771
"TN",1998,16482,2.32,9891,1.39,7108055
"TN",1999,19288,2.55,11007,1.45,7568514
"TN",2000,19275,2.76,12675,1.82,6975748
"TN",2001,16070,2.78,9275,1.61,5776399
"TN",2002,16432,2.81,9875,1.69,5845384
"TN",2003,16394,2.80,9204,1.57,5860993
"TN",2004,16607,2.80,9524,1.61,5930723
"TN",2005,16218,2.71,10003,1.67,5982851
"TN",2006,15997,2.64,10055,1.66,6066037
"TN",2007,16355,2.64,15629,2.53,6187477
"TN",2008,16528,2.65,10446,1.68,6234944
"TN",2009,16863,2.67,10421,1.65,6312836
"TN",2010,16994,2.67,10557,1.66,6358616
"TN",2011,17095,2.66,10594,1.65,6426736
"TN",2012,17389,2.68,10780,1.66,6480488
"TN",2013,17641,2.70,10920,1.67,6545789
"TN",2014,17750,2.70,10841,1.65,6564098
"TN",2015,17751,2.68,11031,1.66,6632138
"TN",2016,17780,2.66,10391,1.56,6671688
"TN",2017,16754,2.49,10050,1.49,6734436
"TN",2018,17370,2.56,10375,1.53,6792273
"TN",2019,17774,2.59,10552,1.54,6854635
"TX",1960,,,,,9780327
"TX",1961,,,,,9760209
"TX",1962,,,,,9336493
"TX",1963,,,,,10589201
"TX",1964,,,,,10632278
"TX",1965,,,,,10806282
"TX",1966,,,,,11014878
"TX",1967,,,,,11132175
"TX",1968,,,,,11247773
"TX",1969,,,,,11482669
"TX",1970,,,,,11455027
"TX",1971,12364,1.05,1890,0.16,11726323
"TX",1972,17165,1.44,4646,0.39,11905714
"TX",1973,16116,1.34,3523,0.29,12060860
"TX",1974,17651,1.43,4172,0.34,12326802
"TX",1975,18787,1.50,4463,0.36,12513522
"TX",1976,19643,1.56,4994,0.40,12596066
"TX",1977,20559,1.59,5683,0.44,12950922
"TX",1978,21483,1.64,6276,0.48,13100722
"TX",1979,22178,1.65,6590,0.49,13473007
"TX",1980,22802,1.59,6895,0.48,14302893
"TX",1981,23316,1.57,7500,0.50,14893468
"TX",1982,24703,1.60,8311,0.54,15451085
"TX",1983,28948,1.82,11710,0.74,15917022
"TX",1984,30466,1.89,12081,0.75,16115527
"TX",1985,32136,1.95,13353,0.81,16495601
"TX",1986,34050,2.03,13369,0.80,16793731
"TX",1987,32524,1.92,16078,0.95,16897175
"TX",1988,32907,1.95,16799,0.99,16890568
"TX",1989,33576,1.96,18816,1.10,17103967
"TX",1990,35117,2.05,19970,1.17,17094108
"TX",1991,37396,2.09,21244,1.19,17917242
"TX",1992,38899,2.18,21241,1.19,17879864
"TX",1993,39098,2.15,23985,1.32,18174817
"TX",1994,40405,2.18,25441,1.37,18563453
"TX",1995,43515,2.25,24886,1.29,19357838
"TX",1996,44479,2.24,25382,1.28,19858680
"TX",1997,44092,2.22,27030,1.36,19838820
"TX",1998,45993,2.30,26610,1.33,20008545
"TX",1999,46717,2.27,27754,1.35,20558713
"TX",2000,47677,2.24,28156,1.32,21331542
"TX",2001,48771,2.21,29204,1.32,22077389
"TX",2002,48934,2.18,30318,1.35,22395631
"TX",2003,51032,2.19,30875,1.33,23255987
"TX",2004,50874,2.17,30871,1.32,23456410
"TX",2005,51403,2.18,31553,1.34,23573260
"TX",2006,51007,2.14,32893,1.38,23887167
"TX",2007,53517,2.16,34482,1.39,24831499
"TX",2008,53497,2.19,35067,1.43,24461748
"TX",2009,55733,2.23,35528,1.42,24992342
"TX",2010,55691,2.19,35332,1.39,25374450
"TX",2011,56220,2.16,34740,1.34,25981583
"TX",2012,54985,2.07,34079,1.29,26499622
"TX",2013,55502,2.05,36895,1.37,27012549
"TX",2014,54202,2.00,32299,1.19,27110583
"TX",2015,56960,2.05,34772,1.25,27732574
"TX",2016,58355,2.04,37264,1.31,28541812
"TX",2017,44376,1.54,27718,0.96,28875406
"TX",2018,45627,1.56,25618,0.88,29227436
"TX",2019,52241,1.79,34838,1.20,29122576
"UT",1960,,,,,918426
"UT",1961,,,,,918426
"UT",1962,,,,,0
"UT",1963,,,,,1012147
"UT",1964,,,,,1022241
"UT",1965,,,,,1046845
"UT",1966,,,,,1032860
"UT",1967,,,,,1053866
"UT",1968,,,,,1073827
"UT",1969,,,,,1086946
"UT",1970,,,,,1105965
"UT",1971,1062,0.92,134,0.12,1155162
"UT",1972,1579,1.33,330,0.28,1183443
"UT",1973,1334,1.11,396,0.33,1206673
"UT",1974,1401,1.15,441,0.36,1222877
"UT",1975,1476,1.17,472,0.38,1258159
"UT",1976,1540,1.20,472,0.37,1280159
"UT",1977,1610,1.22,521,0.39,1323309
"UT",1978,1803,1.37,638,0.48,1320295
"UT",1979,1886,1.37,717,0.52,1378312
"UT",1980,1936,1.30,745,0.50,1486332
"UT",1981,1972,1.28,740,0.48,1539164
"UT",1982,2107,1.33,789,0.50,1581972
"UT",1983,2583,1.57,1017,0.62,1648138
"UT",1984,2730,1.62,966,0.57,1683740
"UT",1985,2725,1.61,1116,0.66,1690917
"UT",1986,2764,1.61,1022,0.60,1716434
"UT",1987,2740,1.58,1001,0.58,1733174
"UT",1988,2669,1.52,1034,0.59,1750459
"UT",1989,2738,1.55,960,0.54,1768099
"UT",1990,3016,1.69,773,0.43,1782310
"UT",1991,4213,1.76,1079,0.45,2395787
"UT",1992,3512,1.73,831,0.41,2031633
"UT",1993,4422,1.79,1014,0.41,2472422
"UT",1994,3952,1.66,1562,0.66,2380382
"UT",1995,5109,1.97,1362,0.53,2589069
"UT",1996,4572,1.69,2255,0.84,2697574
"UT",1997,4599,1.76,2179,0.83,2617132
"UT",1998,5258,1.86,2430,0.86,2820375
"UT",1999,6370,2.30,1784,0.64,2769245
"UT",2000,5348,1.92,3087,1.11,2782205
"UT",2001,5222,1.85,3147,1.11,2828786
"UT",2002,4756,1.91,2255,0.91,2490530
"UT",2003,4976,1.89,2546,0.97,2629027
"UT",2004,4836,1.86,2617,1.01,2594974
"UT",2005,4842,1.83,2693,1.02,2651281
"UT",2006,4650,1.73,3027,1.13,2680566
"UT",2007,4794,1.72,3186,1.14,2784251
"UT",2008,4819,1.69,3026,1.06,2853750
"UT",2009,4926,1.70,3070,1.06,2893460
"UT",2010,5167,1.78,2161,0.75,2898381
"UT",2011,5468,1.82,2302,0.77,3006086
"UT",2012,5070,1.63,2127,0.68,3116384
"UT",2013,4678,1.50,1914,0.61,3115565
"UT",2014,5052,1.60,2165,0.68,3164784
"UT",2015,5074,1.56,2318,0.71,3256081
"UT",2016,5181,1.55,2392,0.71,3349961
"UT",2017,4988,1.50,2209,0.67,3317709
"UT",2018,5106,1.51,2131,0.63,3378732
"UT",2019,5272,1.55,2447,0.72,3406602
"VA",1960,,,,,3851616
"VA",1961,,,,,3851731
"VA",1962,,,,,0
"VA",1963,,,,,4384123
"VA",1964,,,,,4432857
"VA",1965,,,,,4442398
"VA",1966,,,,,4567545
"VA",1967,,,,,4581734
"VA",1968,,,,,4642398
"VA",1969,,,,,4717182
"VA",1970,,,,,4671472
"VA",1971,4819,1.02,444,0.09,4738076
"VA",1972,6702,1.40,1340,0.28,4788230
"VA",1973,5992,1.24,1064,0.22,4840519
"VA",1974,6642,1.34,1235,0.25,4941832
"VA",1975,7246,1.46,1499,0.30,4971753
"VA",1976,7785,1.54,1598,0.32,5048074
"VA",1977,7919,1.54,1719,0.33,5150259
"VA",1978,8062,1.56,1763,0.34,5166623
"VA",1979,8219,1.58,1834,0.35,5211399
"VA",1980,8558,1.60,2031,0.38,5336555
"VA",1981,8847,1.63,1999,0.37,5428769
"VA",1982,9081,1.65,2080,0.38,5493803
"VA",1983,10650,1.92,2639,0.48,5552833
"VA",1984,10980,1.95,2693,0.48,5639141
"VA",1985,11301,1.98,2745,0.48,5711438
"VA",1986,11613,2.00,2914,0.50,5792479
"VA",1987,11904,2.01,3017,0.51,5909479
"VA",1988,12420,2.07,3144,0.52,6001507
"VA",1989,12857,2.11,3335,0.55,6105035
"VA",1990,13510,2.18,3520,0.57,6193231
"VA",1991,15092,2.05,4066,0.55,7369887
"VA",1992,15198,2.02,4127,0.55,7523232
"VA",1993,15841,2.03,5226,0.67,7819680
"VA",1994,15568,2.16,5120,0.71,7196740
"VA",1995,18001,2.09,4884,0.57,8633263
"VA",1996,18898,2.13,5063,0.57,8893122
"VA",1997,19003,2.11,5273,0.59,9001993
"VA",1998,18697,2.22,4943,0.59,8415884
"VA",1999,20278,2.27,5312,0.59,8952151
"VA",2000,17765,2.34,4728,0.62,7593334
"VA",2001,17978,2.40,5047,0.67,7487243
"VA",2002,17627,2.38,5190,0.70,7412994
"VA",2003,17995,2.40,5361,0.71,7500129
"VA",2004,18036,2.38,5298,0.70,7564043
"VA",2005,18054,2.38,5102,0.67,7586902
"VA",2006,18508,2.41,5342,0.70,7674172
"VA",2007,18847,2.43,5361,0.69,7756385
"VA",2008,19168,2.46,5426,0.70,7792837
"VA",2009,19080,2.42,5262,0.67,7892821
"VA",2010,19139,2.39,5173,0.65,8019821
"VA",2011,19257,2.37,5263,0.65,8129949
"VA",2012,19354,2.36,5205,0.63,8198021
"VA",2013,19485,2.36,5175,0.63,8268226
"VA",2014,19689,2.36,5209,0.62,8340068
"VA",2015,19590,2.33,5346,0.64,8391836
"VA",2016,19809,2.35,5185,0.62,8426063
"VA",2017,19082,2.25,5009,0.59,8490110
"VA",2018,19262,2.26,5020,0.59,8527392
"VA",2019,19475,2.27,5015,0.59,8561205
"VI",1960,,,,,0
"VI",1961,,,,,0
"VI",1962,,,,,0
"VI",1963,,,,,0
"VI",1964,,,,,0
"VI",1965,,,,,0
"VI",1966,,,,,0
"VI",1967,,,,,0
"VI",1968,,,,,0
"VI",1969,,,,,0
"VI",1970,,,,,0
"VI",1971,,,,,0
"VI",1972,,,,,0
"VI",1973,,,,,0
"VI",1974,,,,,0
"VI",1975,,,,,0
"VI",1976,,,,,0
"VI",1977,,,,,0
"VI",1978,,,,,0
"VI",1979,,,,,0
"VI",1980,,,,,0
"VI",1981,,,,,0
"VI",1982,,,,,0
"VI",1983,,,,,0
"VI",1984,,,,,0
"VI",1985,,,,,0
"VI",1986,,,,,0
"VI",1987,,,,,0
"VI",1988,,,,,0
"VI",1989,,,,,0
"VI",1990,,,,,0
"VI",1991,,,,,0
"VI",1992,,,,,0
"VI",1993,,,,,0
"VI",1994,,,,,0
"VI",1995,,,,,0
"VI",1996,,,,,0
"VI",1997,,,,,0
"VI",1998,,,,,0
"VI",1999,,,,,0
"VI",2000,,,,,0
"VI",2001,,,,,0
"VI",2002,,,,,0
"VI",2003,,,,,0
"VI",2004,,,,,0
"VI",2005,,,,,0
"VI",2006,,,,,0
"VI",2007,,,,,0
"VI",2008,,,,,0
"VI",2009,,,,,0
"VI",2010,469,,135,,0
"VI",2011,447,,192,,0
"VI",2012,447,,172,,0
"VI",2013,400,,162,,0
"VI",2014,407,,112,,0
"VI",2015,378,,128,,0
"VI",2016,403,,128,,0
"VI",2017,,,,,0
"VI",2018,,,,,0
"VI",2019,,,,,0
"VT",1960,,,,,389881
"VT",1961,,,,,389881
"VT",1962,,,,,0
"VT",1963,,,,,389992
"VT",1964,,,,,409006
"VT",1965,,,,,397263
"VT",1966,,,,,404543
"VT",1967,,,,,417000
"VT",1968,,,,,422000
"VT",1969,,,,,439000
"VT",1970,,,,,446827
"VT",1971,229,0.50,18,0.04,458000
"VT",1972,589,1.27,196,0.42,462000
"VT",1973,394,0.85,65,0.14,464000
"VT",1974,441,0.94,82,0.17,470000
"VT",1975,424,0.90,97,0.21,471000
"VT",1976,425,0.89,101,0.21,476000
"VT",1977,454,0.94,102,0.21,483000
"VT",1978,439,0.90,119,0.24,490020
"VT",1979,431,0.87,128,0.26,495909
"VT",1980,436,0.85,126,0.24,515056
"VT",1981,443,0.85,128,0.25,518784
"VT",1982,459,0.88,136,0.26,519791
"VT",1983,711,1.34,255,0.48,528856
"VT",1984,731,1.34,261,0.48,544102
"VT",1985,777,1.42,279,0.51,546603
"VT",1986,772,1.39,294,0.53,554275
"VT",1987,806,1.44,310,0.55,561378
"VT",1988,850,1.51,319,0.57,564545
"VT",1989,861,1.50,426,0.74,575708
"VT",1990,882,1.54,327,0.57,571253
"VT",1991,890,1.55,346,0.60,575557
"VT",1992,888,1.53,328,0.57,578599
"VT",1993,963,1.50,345,0.54,640676
"VT",1994,876,1.49,330,0.56,588703
"VT",1995,927,1.54,346,0.58,601626
"VT",1996,1297,1.42,414,0.45,913923
"VT",1997,1015,1.44,305,0.43,704376
"VT",1998,970,1.58,296,0.48,614977
"VT",1999,997,1.61,307,0.50,618872
"VT",2000,1015,1.58,399,0.62,643372
"VT",2001,1018,1.62,350,0.56,626916
"VT",2002,1031,1.60,418,0.65,643491
"VT",2003,1049,1.65,374,0.59,634356
"VT",2004,1084,1.71,350,0.55,632382
"VT",2005,1263,1.96,446,0.69,644422
"VT",2006,1185,1.84,408,0.64,642446
"VT",2007,1201,1.89,399,0.63,636935
"VT",2008,1091,1.69,382,0.59,643859
"VT",2009,1191,1.85,384,0.60,643464
"VT",2010,1265,1.95,389,0.60,649837
"VT",2011,1250,1.89,378,0.57,662475
"VT",2012,1295,2.00,487,0.75,646251
"VT",2013,1283,1.93,441,0.66,664028
"VT",2014,1331,1.98,336,0.50,672570
"VT",2015,1224,1.91,313,0.49,641500
"VT",2016,1461,2.01,391,0.54,727124
"VT",2017,1193,1.87,304,0.48,636517
"VT",2018,1421,2.19,437,0.67,648985
"VT",2019,1473,2.26,356,0.55,652209
"WA",1960,,,,,2864810
"WA",1961,,,,,2864810
